flows,products,is_subtotal
10.02 Transmission and distribution losses,02.01 Coke oven coke,False
10.02 Transmission and distribution losses,02.02 Gas coke,False
10.02 Transmission and distribution losses,02.03 Coke oven gas,False
10.02 Transmission and distribution losses,02.04 Blast furnace gas,False
10.02 Transmission and distribution losses,02.05 Other recovered gases,False
10.02 Transmission and distribution losses,02.06 Patent fuel,False
10.02 Transmission and distribution losses,02.07 Coal tar,False
10.02 Transmission and distribution losses,02.08 BKB/PB,False
10.02 Transmission and distribution losses,03 Peat,False
10.02 Transmission and distribution losses,04 Peat products,False
10.02 Transmission and distribution losses,05 Oil shale and oil sands,False
10.02 Transmission and distribution losses,06 Crude oil & NGL,True
10.02 Transmission and distribution losses,06.01 Crude oil,False
10.02 Transmission and distribution losses,06.02 Natural gas liquids,False
10.02 Transmission and distribution losses,06.03 Refinery feedstocks,False
10.02 Transmission and distribution losses,06.04 Additives/ oxygenates,False
10.02 Transmission and distribution losses,06.05 Other hydrocarbons,False
10.02 Transmission and distribution losses,07 Petroleum products,True
10.02 Transmission and distribution losses,07.01 Motor gasoline,False
10.02 Transmission and distribution losses,07.02 Aviation gasoline,False
10.02 Transmission and distribution losses,07.03 Naphtha,False
10.02 Transmission and distribution losses,07.04 Gasoline type jet fuel,False
10.02 Transmission and distribution losses,07.05 Kerosene type jet fuel,False
10.02 Transmission and distribution losses,07.06 Kerosene,False
10.02 Transmission and distribution losses,07.07 Gas/diesel oil,False
10.02 Transmission and distribution losses,07.08 Fuel oil,False
10.02 Transmission and distribution losses,07.09 LPG,False
10.02 Transmission and distribution losses,07.10 Refinery gas (not liquefied),False
10.02 Transmission and distribution losses,07.11 Ethane,False
10.02 Transmission and distribution losses,07.12 White spirit SBP,False
10.02 Transmission and distribution losses,07.13 Lubricants,False
10.02 Transmission and distribution losses,07.14 Bitumen,False
10.02 Transmission and distribution losses,07.15 Paraffin  waxes,False
10.02 Transmission and distribution losses,07.16 Petroleum coke,False
10.02 Transmission and distribution losses,07.17 Other products,False
10.02 Transmission and distribution losses,07.99 PetProd nonspecified,False
10.02 Transmission and distribution losses,08 Gas,True
10.02 Transmission and distribution losses,08.01 Natural gas,False
10.02 Transmission and distribution losses,08.02 LNG,False
10.02 Transmission and distribution losses,08.03 Gas works gas,False
10.02 Transmission and distribution losses,08.99 Gas nonspecified,False
10.02 Transmission and distribution losses,09 Nuclear,False
10.02 Transmission and distribution losses,10 Hydro,False
10.02 Transmission and distribution losses,11 Geothermal,False
10.02 Transmission and distribution losses,12 Solar,True
10.02 Transmission and distribution losses,12.01 of which: Photovoltaics,False
10.02 Transmission and distribution losses,12.99 Solar nonspecified,False
10.02 Transmission and distribution losses,"13 Tide, wave, ocean",False
10.02 Transmission and distribution losses,14 Wind,False
10.02 Transmission and distribution losses,15 Solid biomass,True
10.02 Transmission and distribution losses,15.01 Fuelwood & woodwaste,False
10.02 Transmission and distribution losses,15.02 Bagasse,False
10.02 Transmission and distribution losses,15.03 Charcoal,False
10.02 Transmission and distribution losses,15.04 Black liqour,False
10.02 Transmission and distribution losses,15.05 Other biomass,False
10.02 Transmission and distribution losses,16 Others,True
10.02 Transmission and distribution losses,16.01 Biogas,False
10.02 Transmission and distribution losses,16.02 Industrial waste,False
10.02 Transmission and distribution losses,16.03 Municipal solid waste (renewable),False
10.02 Transmission and distribution losses,16.04 Municipal solid waste (non-renewable),False
10.02 Transmission and distribution losses,16.05 Biogasoline,False
10.02 Transmission and distribution losses,16.06 Biodiesel,False
10.02 Transmission and distribution losses,16.07 Bio jet kerosene,False
10.02 Transmission and distribution losses,16.08 Other liquid biofuels,False
10.02 Transmission and distribution losses,16.09 Other sources,False
10.02 Transmission and distribution losses,17 Electricity,False
10.02 Transmission and distribution losses,18 Heat,False
10.02 Transmission and distribution losses,19 Total,True
10.02 Transmission and distribution losses,20 Total Renewables,True
10.02 Transmission and distribution losses,21 Modern renewables,True
11 Statistical discrepancy,01 Coal,True
11 Statistical discrepancy,01.01 Coking coal,False
11 Statistical discrepancy,01.02 Other bituminous coal,False
11 Statistical discrepancy,01.03 Sub-bituminous coal,False
11 Statistical discrepancy,01.04 Anthracite,False
11 Statistical discrepancy,01.05 Lignite,False
11 Statistical discrepancy,01.99 Coal nonspecified,False
11 Statistical discrepancy,02 Coal products,True
11 Statistical discrepancy,02.01 Coke oven coke,False
11 Statistical discrepancy,02.02 Gas coke,False
11 Statistical discrepancy,02.03 Coke oven gas,False
11 Statistical discrepancy,02.04 Blast furnace gas,False
11 Statistical discrepancy,02.05 Other recovered gases,False
11 Statistical discrepancy,02.06 Patent fuel,False
11 Statistical discrepancy,02.07 Coal tar,False
11 Statistical discrepancy,02.08 BKB/PB,False
11 Statistical discrepancy,03 Peat,False
11 Statistical discrepancy,04 Peat products,False
11 Statistical discrepancy,05 Oil shale and oil sands,False
11 Statistical discrepancy,06 Crude oil & NGL,True
11 Statistical discrepancy,06.01 Crude oil,False
11 Statistical discrepancy,06.02 Natural gas liquids,False
11 Statistical discrepancy,06.03 Refinery feedstocks,False
11 Statistical discrepancy,06.04 Additives/ oxygenates,False
11 Statistical discrepancy,06.05 Other hydrocarbons,False
11 Statistical discrepancy,07 Petroleum products,True
11 Statistical discrepancy,07.01 Motor gasoline,False
11 Statistical discrepancy,07.02 Aviation gasoline,False
11 Statistical discrepancy,07.03 Naphtha,False
11 Statistical discrepancy,07.04 Gasoline type jet fuel,False
11 Statistical discrepancy,07.05 Kerosene type jet fuel,False
11 Statistical discrepancy,07.06 Kerosene,False
11 Statistical discrepancy,07.07 Gas/diesel oil,False
11 Statistical discrepancy,07.08 Fuel oil,False
11 Statistical discrepancy,07.09 LPG,False
11 Statistical discrepancy,07.10 Refinery gas (not liquefied),False
11 Statistical discrepancy,07.11 Ethane,False
11 Statistical discrepancy,07.12 White spirit SBP,False
11 Statistical discrepancy,07.13 Lubricants,False
11 Statistical discrepancy,07.14 Bitumen,False
11 Statistical discrepancy,07.15 Paraffin  waxes,False
11 Statistical discrepancy,07.16 Petroleum coke,False
11 Statistical discrepancy,07.17 Other products,False
11 Statistical discrepancy,07.99 PetProd nonspecified,False
11 Statistical discrepancy,08 Gas,True
11 Statistical discrepancy,08.01 Natural gas,False
11 Statistical discrepancy,08.02 LNG,False
11 Statistical discrepancy,08.03 Gas works gas,False
11 Statistical discrepancy,08.99 Gas nonspecified,False
11 Statistical discrepancy,09 Nuclear,False
11 Statistical discrepancy,10 Hydro,False
11 Statistical discrepancy,11 Geothermal,False
11 Statistical discrepancy,12 Solar,True
11 Statistical discrepancy,12.01 of which: Photovoltaics,False
11 Statistical discrepancy,12.99 Solar nonspecified,False
11 Statistical discrepancy,"13 Tide, wave, ocean",False
11 Statistical discrepancy,14 Wind,False
11 Statistical discrepancy,15 Solid biomass,True
11 Statistical discrepancy,15.01 Fuelwood & woodwaste,False
11 Statistical discrepancy,15.02 Bagasse,False
11 Statistical discrepancy,15.03 Charcoal,False
11 Statistical discrepancy,15.04 Black liqour,False
11 Statistical discrepancy,15.05 Other biomass,False
11 Statistical discrepancy,16 Others,True
11 Statistical discrepancy,16.01 Biogas,False
11 Statistical discrepancy,16.02 Industrial waste,False
11 Statistical discrepancy,16.03 Municipal solid waste (renewable),False
11 Statistical discrepancy,16.04 Municipal solid waste (non-renewable),False
11 Statistical discrepancy,16.05 Biogasoline,False
11 Statistical discrepancy,16.06 Biodiesel,False
11 Statistical discrepancy,16.07 Bio jet kerosene,False
11 Statistical discrepancy,16.08 Other liquid biofuels,False
11 Statistical discrepancy,16.09 Other sources,False
11 Statistical discrepancy,17 Electricity,False
11 Statistical discrepancy,18 Heat,False
11 Statistical discrepancy,19 Total,True
11 Statistical discrepancy,20 Total Renewables,True
11 Statistical discrepancy,21 Modern renewables,True
12 Total final consumption,01 Coal,True
12 Total final consumption,01.01 Coking coal,False
12 Total final consumption,01.02 Other bituminous coal,False
12 Total final consumption,01.03 Sub-bituminous coal,False
12 Total final consumption,01.04 Anthracite,False
12 Total final consumption,01.05 Lignite,False
12 Total final consumption,01.99 Coal nonspecified,False
12 Total final consumption,02 Coal products,True
12 Total final consumption,02.01 Coke oven coke,False
12 Total final consumption,02.02 Gas coke,False
12 Total final consumption,02.03 Coke oven gas,False
12 Total final consumption,02.04 Blast furnace gas,False
12 Total final consumption,02.05 Other recovered gases,False
12 Total final consumption,02.06 Patent fuel,False
12 Total final consumption,02.07 Coal tar,False
12 Total final consumption,02.08 BKB/PB,False
12 Total final consumption,03 Peat,False
12 Total final consumption,04 Peat products,False
12 Total final consumption,05 Oil shale and oil sands,False
12 Total final consumption,06 Crude oil & NGL,True
12 Total final consumption,06.01 Crude oil,False
12 Total final consumption,06.02 Natural gas liquids,False
12 Total final consumption,06.03 Refinery feedstocks,False
12 Total final consumption,06.04 Additives/ oxygenates,False
12 Total final consumption,06.05 Other hydrocarbons,False
12 Total final consumption,07 Petroleum products,True
12 Total final consumption,07.01 Motor gasoline,False
12 Total final consumption,07.02 Aviation gasoline,False
12 Total final consumption,07.03 Naphtha,False
12 Total final consumption,07.04 Gasoline type jet fuel,False
12 Total final consumption,07.05 Kerosene type jet fuel,False
12 Total final consumption,07.06 Kerosene,False
12 Total final consumption,07.07 Gas/diesel oil,False
12 Total final consumption,07.08 Fuel oil,False
12 Total final consumption,07.09 LPG,False
12 Total final consumption,07.10 Refinery gas (not liquefied),False
12 Total final consumption,07.11 Ethane,False
12 Total final consumption,07.12 White spirit SBP,False
12 Total final consumption,07.13 Lubricants,False
12 Total final consumption,07.14 Bitumen,False
12 Total final consumption,07.15 Paraffin  waxes,False
12 Total final consumption,07.16 Petroleum coke,False
12 Total final consumption,07.17 Other products,False
12 Total final consumption,07.99 PetProd nonspecified,False
12 Total final consumption,08 Gas,True
12 Total final consumption,08.01 Natural gas,False
12 Total final consumption,08.02 LNG,False
12 Total final consumption,08.03 Gas works gas,False
12 Total final consumption,08.99 Gas nonspecified,False
12 Total final consumption,09 Nuclear,False
12 Total final consumption,10 Hydro,False
12 Total final consumption,11 Geothermal,False
12 Total final consumption,12 Solar,True
12 Total final consumption,12.01 of which: Photovoltaics,False
12 Total final consumption,12.99 Solar nonspecified,False
12 Total final consumption,"13 Tide, wave, ocean",False
12 Total final consumption,14 Wind,False
12 Total final consumption,15 Solid biomass,True
12 Total final consumption,15.01 Fuelwood & woodwaste,False
12 Total final consumption,15.02 Bagasse,False
12 Total final consumption,15.03 Charcoal,False
12 Total final consumption,15.04 Black liqour,False
12 Total final consumption,15.05 Other biomass,False
12 Total final consumption,16 Others,True
12 Total final consumption,16.01 Biogas,False
12 Total final consumption,16.02 Industrial waste,False
12 Total final consumption,16.03 Municipal solid waste (renewable),False
12 Total final consumption,16.04 Municipal solid waste (non-renewable),False
12 Total final consumption,16.05 Biogasoline,False
12 Total final consumption,16.06 Biodiesel,False
12 Total final consumption,16.07 Bio jet kerosene,False
12 Total final consumption,16.08 Other liquid biofuels,False
12 Total final consumption,16.09 Other sources,False
12 Total final consumption,17 Electricity,False
12 Total final consumption,18 Heat,False
12 Total final consumption,19 Total,True
12 Total final consumption,20 Total Renewables,True
12 Total final consumption,21 Modern renewables,True
13 Total final energy consumption,01 Coal,True
13 Total final energy consumption,01.01 Coking coal,False
13 Total final energy consumption,01.02 Other bituminous coal,False
13 Total final energy consumption,01.03 Sub-bituminous coal,False
13 Total final energy consumption,01.04 Anthracite,False
13 Total final energy consumption,01.05 Lignite,False
13 Total final energy consumption,01.99 Coal nonspecified,False
13 Total final energy consumption,02 Coal products,True
13 Total final energy consumption,02.01 Coke oven coke,False
13 Total final energy consumption,02.02 Gas coke,False
13 Total final energy consumption,02.03 Coke oven gas,False
13 Total final energy consumption,02.04 Blast furnace gas,False
13 Total final energy consumption,02.05 Other recovered gases,False
13 Total final energy consumption,02.06 Patent fuel,False
13 Total final energy consumption,02.07 Coal tar,False
13 Total final energy consumption,02.08 BKB/PB,False
13 Total final energy consumption,03 Peat,False
13 Total final energy consumption,04 Peat products,False
13 Total final energy consumption,05 Oil shale and oil sands,False
13 Total final energy consumption,06 Crude oil & NGL,True
13 Total final energy consumption,06.01 Crude oil,False
13 Total final energy consumption,06.02 Natural gas liquids,False
13 Total final energy consumption,06.03 Refinery feedstocks,False
13 Total final energy consumption,06.04 Additives/ oxygenates,False
13 Total final energy consumption,06.05 Other hydrocarbons,False
13 Total final energy consumption,07 Petroleum products,True
13 Total final energy consumption,07.01 Motor gasoline,False
13 Total final energy consumption,07.02 Aviation gasoline,False
13 Total final energy consumption,07.03 Naphtha,False
13 Total final energy consumption,07.04 Gasoline type jet fuel,False
13 Total final energy consumption,07.05 Kerosene type jet fuel,False
13 Total final energy consumption,07.06 Kerosene,False
13 Total final energy consumption,07.07 Gas/diesel oil,False
13 Total final energy consumption,07.08 Fuel oil,False
13 Total final energy consumption,07.09 LPG,False
13 Total final energy consumption,07.10 Refinery gas (not liquefied),False
13 Total final energy consumption,07.11 Ethane,False
13 Total final energy consumption,07.12 White spirit SBP,False
13 Total final energy consumption,07.13 Lubricants,False
13 Total final energy consumption,07.14 Bitumen,False
13 Total final energy consumption,07.15 Paraffin  waxes,False
13 Total final energy consumption,07.16 Petroleum coke,False
13 Total final energy consumption,07.17 Other products,False
13 Total final energy consumption,07.99 PetProd nonspecified,False
13 Total final energy consumption,08 Gas,True
13 Total final energy consumption,08.01 Natural gas,False
13 Total final energy consumption,08.02 LNG,False
13 Total final energy consumption,08.03 Gas works gas,False
13 Total final energy consumption,08.99 Gas nonspecified,False
13 Total final energy consumption,09 Nuclear,False
13 Total final energy consumption,10 Hydro,False
13 Total final energy consumption,11 Geothermal,False
13 Total final energy consumption,12 Solar,True
13 Total final energy consumption,12.01 of which: Photovoltaics,False
13 Total final energy consumption,12.99 Solar nonspecified,False
13 Total final energy consumption,"13 Tide, wave, ocean",False
13 Total final energy consumption,14 Wind,False
13 Total final energy consumption,15 Solid biomass,True
13 Total final energy consumption,15.01 Fuelwood & woodwaste,False
13 Total final energy consumption,15.02 Bagasse,False
13 Total final energy consumption,15.03 Charcoal,False
13 Total final energy consumption,15.04 Black liqour,False
13 Total final energy consumption,15.05 Other biomass,False
13 Total final energy consumption,16 Others,True
13 Total final energy consumption,16.01 Biogas,False
13 Total final energy consumption,16.02 Industrial waste,False
13 Total final energy consumption,16.03 Municipal solid waste (renewable),False
13 Total final energy consumption,16.04 Municipal solid waste (non-renewable),False
13 Total final energy consumption,16.05 Biogasoline,False
13 Total final energy consumption,16.06 Biodiesel,False
13 Total final energy consumption,16.07 Bio jet kerosene,False
13 Total final energy consumption,16.08 Other liquid biofuels,False
13 Total final energy consumption,16.09 Other sources,False
13 Total final energy consumption,17 Electricity,False
13 Total final energy consumption,18 Heat,False
13 Total final energy consumption,19 Total,True
13 Total final energy consumption,20 Total Renewables,True
13 Total final energy consumption,21 Modern renewables,True
14 Industry sector,01 Coal,True
14 Industry sector,01.01 Coking coal,True
14 Industry sector,01.02 Other bituminous coal,True
14 Industry sector,01.03 Sub-bituminous coal,True
14 Industry sector,01.04 Anthracite,True
14 Industry sector,01.05 Lignite,True
14 Industry sector,01.99 Coal nonspecified,True
14 Industry sector,02 Coal products,True
14 Industry sector,02.01 Coke oven coke,True
14 Industry sector,02.02 Gas coke,True
14 Industry sector,02.03 Coke oven gas,True
14 Industry sector,02.04 Blast furnace gas,True
14 Industry sector,02.05 Other recovered gases,True
14 Industry sector,02.06 Patent fuel,True
14 Industry sector,02.07 Coal tar,True
14 Industry sector,02.08 BKB/PB,True
14 Industry sector,03 Peat,True
14 Industry sector,04 Peat products,True
14 Industry sector,05 Oil shale and oil sands,True
14 Industry sector,06 Crude oil & NGL,True
14 Industry sector,06.01 Crude oil,True
14 Industry sector,06.02 Natural gas liquids,True
14 Industry sector,06.03 Refinery feedstocks,True
14 Industry sector,06.04 Additives/ oxygenates,True
14 Industry sector,06.05 Other hydrocarbons,True
14 Industry sector,07 Petroleum products,True
14 Industry sector,07.01 Motor gasoline,True
14 Industry sector,07.02 Aviation gasoline,True
14 Industry sector,07.03 Naphtha,True
14 Industry sector,07.04 Gasoline type jet fuel,True
14 Industry sector,07.05 Kerosene type jet fuel,True
14 Industry sector,07.06 Kerosene,True
14 Industry sector,07.07 Gas/diesel oil,True
14 Industry sector,07.08 Fuel oil,True
14 Industry sector,07.09 LPG,True
14 Industry sector,07.10 Refinery gas (not liquefied),True
14 Industry sector,07.11 Ethane,True
14 Industry sector,07.12 White spirit SBP,True
14 Industry sector,07.13 Lubricants,True
14 Industry sector,07.14 Bitumen,True
14 Industry sector,07.15 Paraffin  waxes,True
14 Industry sector,07.16 Petroleum coke,True
14 Industry sector,07.17 Other products,True
14 Industry sector,07.99 PetProd nonspecified,True
14 Industry sector,08 Gas,True
14 Industry sector,08.01 Natural gas,True
14 Industry sector,08.02 LNG,True
14 Industry sector,08.03 Gas works gas,True
14 Industry sector,08.99 Gas nonspecified,True
14 Industry sector,09 Nuclear,True
14 Industry sector,10 Hydro,True
14 Industry sector,11 Geothermal,True
14 Industry sector,12 Solar,True
14 Industry sector,12.01 of which: Photovoltaics,True
14 Industry sector,12.99 Solar nonspecified,True
14 Industry sector,"13 Tide, wave, ocean",True
14 Industry sector,14 Wind,True
14 Industry sector,15 Solid biomass,True
14 Industry sector,15.01 Fuelwood & woodwaste,True
14 Industry sector,15.02 Bagasse,True
14 Industry sector,15.03 Charcoal,True
14 Industry sector,15.04 Black liqour,True
14 Industry sector,15.05 Other biomass,True
14 Industry sector,16 Others,True
14 Industry sector,16.01 Biogas,True
14 Industry sector,16.02 Industrial waste,True
14 Industry sector,16.03 Municipal solid waste (renewable),True
14 Industry sector,16.04 Municipal solid waste (non-renewable),True
14 Industry sector,16.05 Biogasoline,True
14 Industry sector,16.06 Biodiesel,True
14 Industry sector,16.07 Bio jet kerosene,True
14 Industry sector,16.08 Other liquid biofuels,True
14 Industry sector,16.09 Other sources,True
14 Industry sector,17 Electricity,True
14 Industry sector,18 Heat,True
14 Industry sector,19 Total,True
14 Industry sector,20 Total Renewables,True
14 Industry sector,21 Modern renewables,True
14.01 Mining and quarrying,01 Coal,True
14.01 Mining and quarrying,01.01 Coking coal,False
14.01 Mining and quarrying,01.02 Other bituminous coal,False
14.01 Mining and quarrying,01.03 Sub-bituminous coal,False
14.01 Mining and quarrying,01.04 Anthracite,False
14.01 Mining and quarrying,01.05 Lignite,False
14.01 Mining and quarrying,01.99 Coal nonspecified,False
14.01 Mining and quarrying,02 Coal products,True
14.01 Mining and quarrying,02.01 Coke oven coke,False
14.01 Mining and quarrying,02.02 Gas coke,False
14.01 Mining and quarrying,02.03 Coke oven gas,False
14.01 Mining and quarrying,02.04 Blast furnace gas,False
14.01 Mining and quarrying,02.05 Other recovered gases,False
14.01 Mining and quarrying,02.06 Patent fuel,False
14.01 Mining and quarrying,02.07 Coal tar,False
14.01 Mining and quarrying,02.08 BKB/PB,False
14.01 Mining and quarrying,03 Peat,False
14.01 Mining and quarrying,04 Peat products,False
14.01 Mining and quarrying,05 Oil shale and oil sands,False
14.01 Mining and quarrying,06 Crude oil & NGL,True
14.01 Mining and quarrying,06.01 Crude oil,False
14.01 Mining and quarrying,06.02 Natural gas liquids,False
14.01 Mining and quarrying,06.03 Refinery feedstocks,False
14.01 Mining and quarrying,06.04 Additives/ oxygenates,False
14.01 Mining and quarrying,06.05 Other hydrocarbons,False
14.01 Mining and quarrying,07 Petroleum products,True
14.01 Mining and quarrying,07.01 Motor gasoline,False
14.01 Mining and quarrying,07.02 Aviation gasoline,False
14.01 Mining and quarrying,07.03 Naphtha,False
14.01 Mining and quarrying,07.04 Gasoline type jet fuel,False
14.01 Mining and quarrying,07.05 Kerosene type jet fuel,False
14.01 Mining and quarrying,07.06 Kerosene,False
14.01 Mining and quarrying,07.07 Gas/diesel oil,False
14.01 Mining and quarrying,07.08 Fuel oil,False
14.01 Mining and quarrying,07.09 LPG,False
14.01 Mining and quarrying,07.10 Refinery gas (not liquefied),False
14.01 Mining and quarrying,07.11 Ethane,False
14.01 Mining and quarrying,07.12 White spirit SBP,False
14.01 Mining and quarrying,07.13 Lubricants,False
14.01 Mining and quarrying,07.14 Bitumen,False
14.01 Mining and quarrying,07.15 Paraffin  waxes,False
14.01 Mining and quarrying,07.16 Petroleum coke,False
14.01 Mining and quarrying,07.17 Other products,False
14.01 Mining and quarrying,07.99 PetProd nonspecified,False
14.01 Mining and quarrying,08 Gas,True
14.01 Mining and quarrying,08.01 Natural gas,False
14.01 Mining and quarrying,08.02 LNG,False
14.01 Mining and quarrying,08.03 Gas works gas,False
14.01 Mining and quarrying,08.99 Gas nonspecified,False
14.01 Mining and quarrying,09 Nuclear,False
14.01 Mining and quarrying,10 Hydro,False
14.01 Mining and quarrying,11 Geothermal,False
14.01 Mining and quarrying,12 Solar,True
14.01 Mining and quarrying,12.01 of which: Photovoltaics,False
14.01 Mining and quarrying,12.99 Solar nonspecified,False
14.01 Mining and quarrying,"13 Tide, wave, ocean",False
14.01 Mining and quarrying,14 Wind,False
14.01 Mining and quarrying,15 Solid biomass,True
14.01 Mining and quarrying,15.01 Fuelwood & woodwaste,False
14.01 Mining and quarrying,15.02 Bagasse,False
14.01 Mining and quarrying,15.03 Charcoal,False
14.01 Mining and quarrying,15.04 Black liqour,False
14.01 Mining and quarrying,15.05 Other biomass,False
14.01 Mining and quarrying,16 Others,True
14.01 Mining and quarrying,16.01 Biogas,False
14.01 Mining and quarrying,16.02 Industrial waste,False
14.01 Mining and quarrying,16.03 Municipal solid waste (renewable),False
14.01 Mining and quarrying,16.04 Municipal solid waste (non-renewable),False
14.01 Mining and quarrying,16.05 Biogasoline,False
14.01 Mining and quarrying,16.06 Biodiesel,False
14.01 Mining and quarrying,16.07 Bio jet kerosene,False
14.01 Mining and quarrying,16.08 Other liquid biofuels,False
14.01 Mining and quarrying,16.09 Other sources,False
14.01 Mining and quarrying,17 Electricity,False
14.01 Mining and quarrying,18 Heat,False
14.01 Mining and quarrying,19 Total,True
14.01 Mining and quarrying,20 Total Renewables,True
14.01 Mining and quarrying,21 Modern renewables,True
14.02 Construction,01 Coal,True
14.02 Construction,01.01 Coking coal,False
14.02 Construction,01.02 Other bituminous coal,False
14.02 Construction,01.03 Sub-bituminous coal,False
14.02 Construction,01.04 Anthracite,False
14.02 Construction,01.05 Lignite,False
14.02 Construction,01.99 Coal nonspecified,False
14.02 Construction,02 Coal products,True
14.02 Construction,02.01 Coke oven coke,False
14.02 Construction,02.02 Gas coke,False
14.02 Construction,02.03 Coke oven gas,False
14.02 Construction,02.04 Blast furnace gas,False
14.02 Construction,02.05 Other recovered gases,False
14.02 Construction,02.06 Patent fuel,False
14.02 Construction,02.07 Coal tar,False
14.02 Construction,02.08 BKB/PB,False
14.02 Construction,03 Peat,False
14.02 Construction,04 Peat products,False
14.02 Construction,05 Oil shale and oil sands,False
14.02 Construction,06 Crude oil & NGL,True
14.02 Construction,06.01 Crude oil,False
14.02 Construction,06.02 Natural gas liquids,False
14.02 Construction,06.03 Refinery feedstocks,False
14.02 Construction,06.04 Additives/ oxygenates,False
14.02 Construction,06.05 Other hydrocarbons,False
14.02 Construction,07 Petroleum products,True
14.02 Construction,07.01 Motor gasoline,False
14.02 Construction,07.02 Aviation gasoline,False
14.02 Construction,07.03 Naphtha,False
14.02 Construction,07.04 Gasoline type jet fuel,False
14.02 Construction,07.05 Kerosene type jet fuel,False
14.02 Construction,07.06 Kerosene,False
14.02 Construction,07.07 Gas/diesel oil,False
14.02 Construction,07.08 Fuel oil,False
14.02 Construction,07.09 LPG,False
14.02 Construction,07.10 Refinery gas (not liquefied),False
14.02 Construction,07.11 Ethane,False
14.02 Construction,07.12 White spirit SBP,False
14.02 Construction,07.13 Lubricants,False
14.02 Construction,07.14 Bitumen,False
14.02 Construction,07.15 Paraffin  waxes,False
14.02 Construction,07.16 Petroleum coke,False
14.02 Construction,07.17 Other products,False
14.02 Construction,07.99 PetProd nonspecified,False
14.02 Construction,08 Gas,True
14.02 Construction,08.01 Natural gas,False
14.02 Construction,08.02 LNG,False
14.02 Construction,08.03 Gas works gas,False
14.02 Construction,08.99 Gas nonspecified,False
14.02 Construction,09 Nuclear,False
14.02 Construction,10 Hydro,False
14.02 Construction,11 Geothermal,False
14.02 Construction,12 Solar,True
14.02 Construction,12.01 of which: Photovoltaics,False
14.02 Construction,12.99 Solar nonspecified,False
14.02 Construction,"13 Tide, wave, ocean",False
14.02 Construction,14 Wind,False
14.02 Construction,15 Solid biomass,True
14.02 Construction,15.01 Fuelwood & woodwaste,False
14.02 Construction,15.02 Bagasse,False
14.02 Construction,15.03 Charcoal,False
14.02 Construction,15.04 Black liqour,False
14.02 Construction,15.05 Other biomass,False
14.02 Construction,16 Others,True
14.02 Construction,16.01 Biogas,False
14.02 Construction,16.02 Industrial waste,False
14.02 Construction,16.03 Municipal solid waste (renewable),False
14.02 Construction,16.04 Municipal solid waste (non-renewable),False
14.02 Construction,16.05 Biogasoline,False
14.02 Construction,16.06 Biodiesel,False
14.02 Construction,16.07 Bio jet kerosene,False
14.02 Construction,16.08 Other liquid biofuels,False
14.02 Construction,16.09 Other sources,False
14.02 Construction,17 Electricity,False
14.02 Construction,18 Heat,False
14.02 Construction,19 Total,True
14.02 Construction,20 Total Renewables,True
14.02 Construction,21 Modern renewables,True
14.03 Manufacturing,01 Coal,True
14.03 Manufacturing,01.01 Coking coal,True
14.03 Manufacturing,01.02 Other bituminous coal,True
14.03 Manufacturing,01.03 Sub-bituminous coal,True
14.03 Manufacturing,01.04 Anthracite,True
14.03 Manufacturing,01.05 Lignite,True
14.03 Manufacturing,01.99 Coal nonspecified,True
14.03 Manufacturing,02 Coal products,True
14.03 Manufacturing,02.01 Coke oven coke,True
14.03 Manufacturing,02.02 Gas coke,True
14.03 Manufacturing,02.03 Coke oven gas,True
14.03 Manufacturing,02.04 Blast furnace gas,True
14.03 Manufacturing,02.05 Other recovered gases,True
14.03 Manufacturing,02.06 Patent fuel,True
14.03 Manufacturing,02.07 Coal tar,True
14.03 Manufacturing,02.08 BKB/PB,True
14.03 Manufacturing,03 Peat,True
14.03 Manufacturing,04 Peat products,True
14.03 Manufacturing,05 Oil shale and oil sands,True
14.03 Manufacturing,06 Crude oil & NGL,True
14.03 Manufacturing,06.01 Crude oil,True
14.03 Manufacturing,06.02 Natural gas liquids,True
14.03 Manufacturing,06.03 Refinery feedstocks,True
14.03 Manufacturing,06.04 Additives/ oxygenates,True
14.03 Manufacturing,06.05 Other hydrocarbons,True
14.03 Manufacturing,07 Petroleum products,True
14.03 Manufacturing,07.01 Motor gasoline,True
14.03 Manufacturing,07.02 Aviation gasoline,True
14.03 Manufacturing,07.03 Naphtha,True
14.03 Manufacturing,07.04 Gasoline type jet fuel,True
14.03 Manufacturing,07.05 Kerosene type jet fuel,True
14.03 Manufacturing,07.06 Kerosene,True
14.03 Manufacturing,07.07 Gas/diesel oil,True
14.03 Manufacturing,07.08 Fuel oil,True
14.03 Manufacturing,07.09 LPG,True
14.03 Manufacturing,07.10 Refinery gas (not liquefied),True
14.03 Manufacturing,07.11 Ethane,True
14.03 Manufacturing,07.12 White spirit SBP,True
14.03 Manufacturing,07.13 Lubricants,True
14.03 Manufacturing,07.14 Bitumen,True
14.03 Manufacturing,07.15 Paraffin  waxes,True
14.03 Manufacturing,07.16 Petroleum coke,True
14.03 Manufacturing,07.17 Other products,True
14.03 Manufacturing,07.99 PetProd nonspecified,True
14.03 Manufacturing,08 Gas,True
14.03 Manufacturing,08.01 Natural gas,True
14.03 Manufacturing,08.02 LNG,True
14.03 Manufacturing,08.03 Gas works gas,True
14.03 Manufacturing,08.99 Gas nonspecified,True
14.03 Manufacturing,09 Nuclear,True
14.03 Manufacturing,10 Hydro,True
