sub4sectors,sub3sectors,sub2sectors,sub1sectors,sectors,subfuels,fuels,sector_pair,fuel_pair,zero_final_child_flag
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_04_municipal_solid_waste_nonrenewable,16_others,18_01_06_biomass,16_04_municipal_solid_waste_nonrenewable,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_05_biogasoline,16_others,18_01_06_biomass,16_05_biogasoline,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_06_biodiesel,16_others,18_01_06_biomass,16_06_biodiesel,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_07_bio_jet_kerosene,16_others,18_01_06_biomass,16_07_bio_jet_kerosene,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_08_other_liquid_biofuels,16_others,18_01_06_biomass,16_08_other_liquid_biofuels,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_09_other_sources,16_others,18_01_06_biomass,16_09_other_sources,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,x,16_others,18_01_06_biomass,16_others,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_others_unallocated,16_others,18_01_06_biomass,16_others_unallocated,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_ammonia,16_others,18_01_06_biomass,16_x_ammonia,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_efuel,16_others,18_01_06_biomass,16_x_efuel,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_hydrogen,16_others,18_01_06_biomass,16_x_hydrogen,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,x,17_electricity,18_01_06_biomass,17_electricity,
x,x,18_01_06_biomass,18_01_electricity_plants,18_electricity_output_in_gwh,x,18_heat,18_01_06_biomass,18_heat,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,01_01_coking_coal,01_coal,18_01_07_geothermal,01_01_coking_coal,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,01_05_lignite,01_coal,18_01_07_geothermal,01_05_lignite,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,01_coal,18_01_07_geothermal,01_coal,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,01_coal_unallocated,01_coal,18_01_07_geothermal,01_coal_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,01_x_thermal_coal,01_coal,18_01_07_geothermal,01_x_thermal_coal,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,02_coal_products,18_01_07_geothermal,02_coal_products,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,03_peat,18_01_07_geothermal,03_peat,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,04_peat_products,18_01_07_geothermal,04_peat_products,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,05_oil_shale_and_oil_sands,18_01_07_geothermal,05_oil_shale_and_oil_sands,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,06_01_crude_oil,06_crude_oil_and_ngl,18_01_07_geothermal,06_01_crude_oil,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,06_02_natural_gas_liquids,06_crude_oil_and_ngl,18_01_07_geothermal,06_02_natural_gas_liquids,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,06_crude_oil_and_ngl,18_01_07_geothermal,06_crude_oil_and_ngl,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,18_01_07_geothermal,06_crude_oil_and_ngl_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,06_x_other_hydrocarbons,06_crude_oil_and_ngl,18_01_07_geothermal,06_x_other_hydrocarbons,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_01_motor_gasoline,07_petroleum_products,18_01_07_geothermal,07_01_motor_gasoline,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_02_aviation_gasoline,07_petroleum_products,18_01_07_geothermal,07_02_aviation_gasoline,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_03_naphtha,07_petroleum_products,18_01_07_geothermal,07_03_naphtha,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_06_kerosene,07_petroleum_products,18_01_07_geothermal,07_06_kerosene,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_07_gas_diesel_oil,07_petroleum_products,18_01_07_geothermal,07_07_gas_diesel_oil,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_08_fuel_oil,07_petroleum_products,18_01_07_geothermal,07_08_fuel_oil,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_09_lpg,07_petroleum_products,18_01_07_geothermal,07_09_lpg,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_10_refinery_gas_not_liquefied,07_petroleum_products,18_01_07_geothermal,07_10_refinery_gas_not_liquefied,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_11_ethane,07_petroleum_products,18_01_07_geothermal,07_11_ethane,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,07_petroleum_products,18_01_07_geothermal,07_petroleum_products,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_petroleum_products_unallocated,07_petroleum_products,18_01_07_geothermal,07_petroleum_products_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_x_jet_fuel,07_petroleum_products,18_01_07_geothermal,07_x_jet_fuel,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,07_x_other_petroleum_products,07_petroleum_products,18_01_07_geothermal,07_x_other_petroleum_products,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,08_01_natural_gas,08_gas,18_01_07_geothermal,08_01_natural_gas,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,08_02_lng,08_gas,18_01_07_geothermal,08_02_lng,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,08_03_gas_works_gas,08_gas,18_01_07_geothermal,08_03_gas_works_gas,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,08_gas,18_01_07_geothermal,08_gas,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,08_gas_unallocated,08_gas,18_01_07_geothermal,08_gas_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,09_nuclear,18_01_07_geothermal,09_nuclear,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,10_hydro,18_01_07_geothermal,10_hydro,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,11_geothermal,18_01_07_geothermal,11_geothermal,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,12_01_of_which_photovoltaics,12_solar,18_01_07_geothermal,12_01_of_which_photovoltaics,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,12_solar,18_01_07_geothermal,12_solar,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,12_solar_unallocated,12_solar,18_01_07_geothermal,12_solar_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,12_x_other_solar,12_solar,18_01_07_geothermal,12_x_other_solar,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,13_tide_wave_ocean,18_01_07_geothermal,13_tide_wave_ocean,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,14_wind,18_01_07_geothermal,14_wind,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,15_01_fuelwood_and_woodwaste,15_solid_biomass,18_01_07_geothermal,15_01_fuelwood_and_woodwaste,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,15_02_bagasse,15_solid_biomass,18_01_07_geothermal,15_02_bagasse,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,15_03_charcoal,15_solid_biomass,18_01_07_geothermal,15_03_charcoal,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,15_04_black_liquor,15_solid_biomass,18_01_07_geothermal,15_04_black_liquor,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,15_05_other_biomass,15_solid_biomass,18_01_07_geothermal,15_05_other_biomass,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,15_solid_biomass,18_01_07_geothermal,15_solid_biomass,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,15_solid_biomass_unallocated,15_solid_biomass,18_01_07_geothermal,15_solid_biomass_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_01_biogas,16_others,18_01_07_geothermal,16_01_biogas,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_02_industrial_waste,16_others,18_01_07_geothermal,16_02_industrial_waste,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_03_municipal_solid_waste_renewable,16_others,18_01_07_geothermal,16_03_municipal_solid_waste_renewable,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_04_municipal_solid_waste_nonrenewable,16_others,18_01_07_geothermal,16_04_municipal_solid_waste_nonrenewable,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_05_biogasoline,16_others,18_01_07_geothermal,16_05_biogasoline,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_06_biodiesel,16_others,18_01_07_geothermal,16_06_biodiesel,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_07_bio_jet_kerosene,16_others,18_01_07_geothermal,16_07_bio_jet_kerosene,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_08_other_liquid_biofuels,16_others,18_01_07_geothermal,16_08_other_liquid_biofuels,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_09_other_sources,16_others,18_01_07_geothermal,16_09_other_sources,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,16_others,18_01_07_geothermal,16_others,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_others_unallocated,16_others,18_01_07_geothermal,16_others_unallocated,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_ammonia,16_others,18_01_07_geothermal,16_x_ammonia,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_efuel,16_others,18_01_07_geothermal,16_x_efuel,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_hydrogen,16_others,18_01_07_geothermal,16_x_hydrogen,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,17_electricity,18_01_07_geothermal,17_electricity,
x,x,18_01_07_geothermal,18_01_electricity_plants,18_electricity_output_in_gwh,x,18_heat,18_01_07_geothermal,18_heat,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,01_01_coking_coal,01_coal,18_01_08_solar,01_01_coking_coal,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,01_05_lignite,01_coal,18_01_08_solar,01_05_lignite,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,01_coal,18_01_08_solar,01_coal,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,01_coal_unallocated,01_coal,18_01_08_solar,01_coal_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,01_x_thermal_coal,01_coal,18_01_08_solar,01_x_thermal_coal,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,02_coal_products,18_01_08_solar,02_coal_products,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,03_peat,18_01_08_solar,03_peat,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,04_peat_products,18_01_08_solar,04_peat_products,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,05_oil_shale_and_oil_sands,18_01_08_solar,05_oil_shale_and_oil_sands,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,06_01_crude_oil,06_crude_oil_and_ngl,18_01_08_solar,06_01_crude_oil,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,06_02_natural_gas_liquids,06_crude_oil_and_ngl,18_01_08_solar,06_02_natural_gas_liquids,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,06_crude_oil_and_ngl,18_01_08_solar,06_crude_oil_and_ngl,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,18_01_08_solar,06_crude_oil_and_ngl_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,06_x_other_hydrocarbons,06_crude_oil_and_ngl,18_01_08_solar,06_x_other_hydrocarbons,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_01_motor_gasoline,07_petroleum_products,18_01_08_solar,07_01_motor_gasoline,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_02_aviation_gasoline,07_petroleum_products,18_01_08_solar,07_02_aviation_gasoline,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_03_naphtha,07_petroleum_products,18_01_08_solar,07_03_naphtha,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_06_kerosene,07_petroleum_products,18_01_08_solar,07_06_kerosene,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_07_gas_diesel_oil,07_petroleum_products,18_01_08_solar,07_07_gas_diesel_oil,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_08_fuel_oil,07_petroleum_products,18_01_08_solar,07_08_fuel_oil,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_09_lpg,07_petroleum_products,18_01_08_solar,07_09_lpg,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_10_refinery_gas_not_liquefied,07_petroleum_products,18_01_08_solar,07_10_refinery_gas_not_liquefied,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_11_ethane,07_petroleum_products,18_01_08_solar,07_11_ethane,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,07_petroleum_products,18_01_08_solar,07_petroleum_products,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_petroleum_products_unallocated,07_petroleum_products,18_01_08_solar,07_petroleum_products_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_x_jet_fuel,07_petroleum_products,18_01_08_solar,07_x_jet_fuel,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,07_x_other_petroleum_products,07_petroleum_products,18_01_08_solar,07_x_other_petroleum_products,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,08_01_natural_gas,08_gas,18_01_08_solar,08_01_natural_gas,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,08_02_lng,08_gas,18_01_08_solar,08_02_lng,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,08_03_gas_works_gas,08_gas,18_01_08_solar,08_03_gas_works_gas,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,08_gas,18_01_08_solar,08_gas,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,08_gas_unallocated,08_gas,18_01_08_solar,08_gas_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,09_nuclear,18_01_08_solar,09_nuclear,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,10_hydro,18_01_08_solar,10_hydro,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,11_geothermal,18_01_08_solar,11_geothermal,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,12_01_of_which_photovoltaics,12_solar,18_01_08_solar,12_01_of_which_photovoltaics,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,12_solar,18_01_08_solar,12_solar,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,12_solar_unallocated,12_solar,18_01_08_solar,12_solar_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,12_x_other_solar,12_solar,18_01_08_solar,12_x_other_solar,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,13_tide_wave_ocean,18_01_08_solar,13_tide_wave_ocean,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,14_wind,18_01_08_solar,14_wind,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,15_01_fuelwood_and_woodwaste,15_solid_biomass,18_01_08_solar,15_01_fuelwood_and_woodwaste,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,15_02_bagasse,15_solid_biomass,18_01_08_solar,15_02_bagasse,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,15_03_charcoal,15_solid_biomass,18_01_08_solar,15_03_charcoal,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,15_04_black_liquor,15_solid_biomass,18_01_08_solar,15_04_black_liquor,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,15_05_other_biomass,15_solid_biomass,18_01_08_solar,15_05_other_biomass,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,15_solid_biomass,18_01_08_solar,15_solid_biomass,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,15_solid_biomass_unallocated,15_solid_biomass,18_01_08_solar,15_solid_biomass_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_01_biogas,16_others,18_01_08_solar,16_01_biogas,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_02_industrial_waste,16_others,18_01_08_solar,16_02_industrial_waste,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_03_municipal_solid_waste_renewable,16_others,18_01_08_solar,16_03_municipal_solid_waste_renewable,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_04_municipal_solid_waste_nonrenewable,16_others,18_01_08_solar,16_04_municipal_solid_waste_nonrenewable,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_05_biogasoline,16_others,18_01_08_solar,16_05_biogasoline,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_06_biodiesel,16_others,18_01_08_solar,16_06_biodiesel,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_07_bio_jet_kerosene,16_others,18_01_08_solar,16_07_bio_jet_kerosene,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_08_other_liquid_biofuels,16_others,18_01_08_solar,16_08_other_liquid_biofuels,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_09_other_sources,16_others,18_01_08_solar,16_09_other_sources,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,16_others,18_01_08_solar,16_others,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_others_unallocated,16_others,18_01_08_solar,16_others_unallocated,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_ammonia,16_others,18_01_08_solar,16_x_ammonia,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_efuel,16_others,18_01_08_solar,16_x_efuel,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,16_x_hydrogen,16_others,18_01_08_solar,16_x_hydrogen,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,17_electricity,18_01_08_solar,17_electricity,
x,x,18_01_08_solar,18_01_electricity_plants,18_electricity_output_in_gwh,x,18_heat,18_01_08_solar,18_heat,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,01_01_coking_coal,01_coal,18_01_09_01_onshore,01_01_coking_coal,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,01_05_lignite,01_coal,18_01_09_01_onshore,01_05_lignite,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,01_coal,18_01_09_01_onshore,01_coal,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,01_coal_unallocated,01_coal,18_01_09_01_onshore,01_coal_unallocated,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,01_x_thermal_coal,01_coal,18_01_09_01_onshore,01_x_thermal_coal,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,02_coal_products,18_01_09_01_onshore,02_coal_products,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,03_peat,18_01_09_01_onshore,03_peat,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,04_peat_products,18_01_09_01_onshore,04_peat_products,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,05_oil_shale_and_oil_sands,18_01_09_01_onshore,05_oil_shale_and_oil_sands,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,06_01_crude_oil,06_crude_oil_and_ngl,18_01_09_01_onshore,06_01_crude_oil,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,06_02_natural_gas_liquids,06_crude_oil_and_ngl,18_01_09_01_onshore,06_02_natural_gas_liquids,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,06_crude_oil_and_ngl,18_01_09_01_onshore,06_crude_oil_and_ngl,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,18_01_09_01_onshore,06_crude_oil_and_ngl_unallocated,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,06_x_other_hydrocarbons,06_crude_oil_and_ngl,18_01_09_01_onshore,06_x_other_hydrocarbons,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_01_motor_gasoline,07_petroleum_products,18_01_09_01_onshore,07_01_motor_gasoline,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_02_aviation_gasoline,07_petroleum_products,18_01_09_01_onshore,07_02_aviation_gasoline,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_03_naphtha,07_petroleum_products,18_01_09_01_onshore,07_03_naphtha,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_06_kerosene,07_petroleum_products,18_01_09_01_onshore,07_06_kerosene,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_07_gas_diesel_oil,07_petroleum_products,18_01_09_01_onshore,07_07_gas_diesel_oil,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_08_fuel_oil,07_petroleum_products,18_01_09_01_onshore,07_08_fuel_oil,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_09_lpg,07_petroleum_products,18_01_09_01_onshore,07_09_lpg,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_10_refinery_gas_not_liquefied,07_petroleum_products,18_01_09_01_onshore,07_10_refinery_gas_not_liquefied,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_11_ethane,07_petroleum_products,18_01_09_01_onshore,07_11_ethane,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,07_petroleum_products,18_01_09_01_onshore,07_petroleum_products,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_petroleum_products_unallocated,07_petroleum_products,18_01_09_01_onshore,07_petroleum_products_unallocated,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_x_jet_fuel,07_petroleum_products,18_01_09_01_onshore,07_x_jet_fuel,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,07_x_other_petroleum_products,07_petroleum_products,18_01_09_01_onshore,07_x_other_petroleum_products,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,08_01_natural_gas,08_gas,18_01_09_01_onshore,08_01_natural_gas,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,08_02_lng,08_gas,18_01_09_01_onshore,08_02_lng,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,08_03_gas_works_gas,08_gas,18_01_09_01_onshore,08_03_gas_works_gas,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,08_gas,18_01_09_01_onshore,08_gas,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,08_gas_unallocated,08_gas,18_01_09_01_onshore,08_gas_unallocated,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,09_nuclear,18_01_09_01_onshore,09_nuclear,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,10_hydro,18_01_09_01_onshore,10_hydro,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,x,11_geothermal,18_01_09_01_onshore,11_geothermal,
x,18_01_09_01_onshore,18_01_09_wind,18_01_electricity_plants,18_electricity_output_in_gwh,12_01_of_which_photovoltaics,12_solar,18_01_09_01_onshore,12_01_of_which_photovoltaics,
